attack_type,stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,device_mac,eth_src_oui,eth_dst_oui
Benign,1054,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.194.149.203,192.168.137.175,443,45511,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,0,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,369,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.210.251.230,33140,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1036,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,108.128.154.133,43934,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,1122,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.108.36,42090,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,744,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.208.245.138,192.168.137.175,443,37066,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,15,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,34.158.253.218,52858,443,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,18,3c:18:a0:41:c3:a0,harman kardon (Ampak Technology),34.158.253.218,192.168.137.47,4070,39941,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"AMPAK Technology, Inc."
Benign,949,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.241.1,45428,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,3c:18:a0:41:c3:a0,Netatmo Weather Station,,,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Netatmo
Benign,31,3c:18:a0:41:c3:a0,Amazon Plug,54.204.125.95,192.168.137.45,443,49981,Amazon Plug,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,255,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.81.57.97,192.168.137.175,443,36660,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,98,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.72.132,42710,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,Philips Hue Bridge,3c:18:a0:41:c3:a0,,,0,0,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,7093,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,54.192.51.53,55236,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,119,56:4f:8a:e1:f3:2d,01:00:5e:00:00:fb,192.168.137.51,224.0.0.251,5353,5353,56:4f:8a:e1:f3:2d,none,IPv4 Multicast
Benign,861,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.200.56.57,192.168.137.175,443,34915,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,898,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.218.101,46897,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,747,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.241.186.42,192.168.137.175,443,36968,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,98,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.72.132,192.168.137.175,443,42710,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,428,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,47.112.162.49,17225,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,5296,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,192.168.137.1,192.168.137.249,53,34259,Yi Indoor 2 Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,4075,3c:18:a0:41:c3:a0,Amazon Echo Show,13.225.189.191,192.168.137.172,443,52476,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,3142,Philips Hue Bridge,dc:a6:32:dc:27:d5,192.168.137.154,192.168.137.128,1900,43388,Philips Hue Bridge,Philips Lighting BV,Raspberry Pi Trading Ltd
Benign,27,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,27,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,7141,3c:18:a0:41:c3:a0,ac:17:02:05:34:27,109.95.152.66,192.168.137.41,443,44061,ac:17:02:05:34:27,Luxshare Precision Industry Company Limited,Fibar Group sp. z o.o.
DNS_Spoofing,15,Amazon Echo Spot,Amazon Echo Dot 2,192.168.137.18,192.168.137.55,55444,55444,Amazon Echo Spot,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,3363,3c:18:a0:41:c3:a0,Google Nest Mini Speaker,8.8.8.8,192.168.137.61,53,37711,Google Nest Mini Speaker,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,436,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.30.30,59957,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,GoSund Smart plug WP2 (3),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Smart plug WP2 (3),Espressif Inc.,Broadcast
Benign,338,Sonos One Speaker,ff:ff:ff:ff:ff:ff,192.168.137.148,255.255.255.255,41568,1900,Sonos One Speaker,"Sonos, Inc.",Broadcast
Benign,106,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,56398,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,847,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.200.147.176,58349,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,2,Yutron Plug 2,ff:ff:ff:ff:ff:ff,192.168.137.167,255.255.255.255,49229,6667,Yutron Plug 2,Tuya Smart Inc.,Broadcast
Benign,363,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.214.197.222,45931,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,771,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.209.141.16,56689,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,dc:a6:32:dc:27:d5,Philips Hue Bridge,,,0,0,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Philips Lighting BV
Benign,693,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.177.237,33448,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,626,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.161.58,33747,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,840,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,3.248.67.251,192.168.137.175,443,47675,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,172,3c:18:a0:41:c3:a0,Rbcior Camera,52.92.163.154,192.168.137.76,443,57596,Rbcior Camera,Luxshare Precision Industry Company Limited,Tuya Smart Inc.
Benign,285,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,63.35.102.173,43479,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,586,3c:18:a0:41:c3:a0,Amazon Echo Show,151.101.193.16,192.168.137.172,443,48592,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,950,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,18.202.150.56,54592,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,dc:a6:32:dc:27:d5,Philips Hue Bridge,192.168.137.128,192.168.137.154,0,0,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Philips Lighting BV
DDoS-HTTP_Flood,12780,e4:5f:01:55:90:c4,AMCREST WiFi Camera,192.168.137.89,192.168.137.139,51400,80,e4:5f:01:55:90:c4,Raspberry Pi Trading Ltd,Amcrest Technologies
Benign,262,3c:18:a0:41:c3:a0,Yi Indoor Camera,47.254.14.172,192.168.137.39,443,38688,Yi Indoor Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,4074,3c:18:a0:41:c3:a0,Amazon Echo Show,13.225.189.191,192.168.137.172,443,52474,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,32,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,36,Atomi Coffee Maker,ff:ff:ff:ff:ff:ff,192.168.137.192,255.255.255.255,49231,6667,Atomi Coffee Maker,Tuya Smart Inc.,Broadcast
Benign,6259,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,58509,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,243,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.19.77.30,192.168.137.175,443,57442,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,68,HeimVision SmartLife Radio/Lamp,3c:18:a0:41:c3:a0,192.168.137.136,44.235.194.199,40214,8886,HeimVision SmartLife Radio/Lamp,Tuya Smart Inc.,Luxshare Precision Industry Company Limited
Benign,924,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.83.85,192.168.137.175,443,57263,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,426,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.240.198.177,35719,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
DoS-HTTP_Flood,6574,dc:a6:32:dc:27:d5,Raspberry Pi 4-2 GB,192.168.137.66,192.168.137.131,58402,80,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Raspberry Pi Trading Ltd
Benign,973,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.72.111.213,43894,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,7774,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,60627,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,7670,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,192.168.137.1,60000,54637,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,7327,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,192.168.137.1,60000,54633,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,2536,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,18.182.200.45,12008,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,0,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,3083,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,54182,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,-1,Cocoon Smart HVAC Fan,ff:ff:ff:ff:ff:ff,,,0,0,Cocoon Smart HVAC Fan,Espressif Inc.,Broadcast
Benign,4353,3c:18:a0:41:c3:a0,Home Eye Camera,3.221.182.58,192.168.137.133,32100,28835,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Shenzhen Rf-Link Technology Co.,Ltd."
Benign,436,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.35.30.30,192.168.137.175,443,59957,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,693,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.177.237,192.168.137.175,443,33448,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,269,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,46.137.56.146,192.168.137.175,443,56245,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,7093,3c:18:a0:41:c3:a0,Amazon Echo Show,54.192.51.53,192.168.137.172,443,55236,Amazon Echo Show,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,606,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.246.132.214,192.168.137.175,443,37170,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,GoSund Power strip (2),ff:ff:ff:ff:ff:ff,,,0,0,GoSund Power strip (2),Espressif Inc.,Broadcast
Benign,908,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.30.25.100,192.168.137.175,443,45427,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,238,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,18.200.56.57,192.168.137.175,443,32924,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,898,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.80.218.101,46897,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,10026,24:05:88:30:6f:89,3c:18:a0:41:c3:a0,192.168.137.249,192.168.137.1,37886,53,24:05:88:30:6f:89,"Google, Inc.",Luxshare Precision Industry Company Limited
Benign,6091,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,192.168.137.1,192.168.137.249,53,38518,Yi Indoor 2 Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,790,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.71.189,192.168.137.175,443,40015,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,627,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.112,46004,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,203,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.253.66.81,56632,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,-1,AeoTec Smart Home Hub,ff:ff:ff:ff:ff:ff,,,0,0,AeoTec Smart Home Hub,"SAMJIN Co., Ltd.",Broadcast
Benign,2847,3c:18:a0:41:c3:a0,Amazon Echo Dot 1,54.167.177.211,192.168.137.250,443,42852,Amazon Echo Dot 1,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,3,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,34.158.253.218,58122,4070,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,-1,3c:18:a0:41:c3:a0,Google Nest Mini Speaker,8.8.8.8,192.168.137.61,0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,"Google, Inc."
Benign,19,3c:18:a0:41:c3:a0,b0:09:da:3e:82:6c,3.238.78.232,192.168.137.118,443,56404,b0:09:da:3e:82:6c,Luxshare Precision Industry Company Limited,Ring Solutions
Benign,-1,00:a3:d1:07:6f:03,01:80:c2:00:00:00,,,0,0,00:a3:d1:07:6f:03,"Cisco Systems, Inc",IEEE 802.1 Chair
Benign,1169,Amazon Echo Studio,3c:18:a0:41:c3:a0,192.168.137.83,13.225.196.108,59050,443,Amazon Echo Studio,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,1142,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.195.180.27,192.168.137.175,443,44981,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,23,3c:18:a0:41:c3:a0,Cocoon Smart HVAC Fan,3.12.33.198,192.168.137.160,1883,61546,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Espressif Inc.
Benign,1030,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.73.36.253,192.168.137.175,443,48496,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,1046,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,38691,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,121,Arlo Base Station,01:00:5e:00:00:fb,192.168.137.78,224.0.0.251,5353,5353,Arlo Base Station,Netgear,IPv4 Multicast
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,899,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.77.112.69,35165,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,536,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,63.32.36.73,192.168.137.175,443,56915,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,842,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,109.95.152.166,50989,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,1492,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,47.112.162.49,20768,32100,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited
Benign,4302,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,57457,80,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,255,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,99.81.57.97,36660,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,900,TP-Link Tapo Camera,3c:18:a0:41:c3:a0,192.168.137.187,34.224.192.68,39854,443,TP-Link Tapo Camera,TP-Link Corporation Limited,Luxshare Precision Industry Company Limited
Benign,4064,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,13.225.189.191,52454,443,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,1053,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.74.247.86,192.168.137.175,443,50891,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,31,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,17.57.147.6,192.168.137.51,5223,64086,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,none
Benign,5869,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.172,192.168.137.1,60000,60246,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited
Benign,318,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.214.197.222,45919,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,537,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,34.242.17.206,192.168.137.175,443,50800,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,3,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.213.218.83,40434,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,744,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.208.245.138,192.168.137.175,443,37066,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,4790,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,192.168.137.1,38764,53,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,392,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.246.132.214,37154,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
Benign,180,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,99.80.59.63,192.168.137.175,443,35401,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,36,Atomi Coffee Maker,ff:ff:ff:ff:ff:ff,192.168.137.192,255.255.255.255,49231,6667,Atomi Coffee Maker,Tuya Smart Inc.,Broadcast
Benign,730,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.210.133.199,192.168.137.175,443,51830,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,759,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.49.18.27,192.168.137.175,443,57258,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,-1,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,,,0,0,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,5995,Philips Hue Bridge,3c:18:a0:41:c3:a0,192.168.137.154,192.168.137.1,1900,59763,Philips Hue Bridge,Philips Lighting BV,Luxshare Precision Industry Company Limited
Benign,1433,Amazon Echo Show,01:00:5e:7f:ff:fa,192.168.137.172,239.255.255.250,60000,1900,Amazon Echo Show,Amazon Technologies Inc.,IPv4 Multicast
Benign,4822,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,157.249.81.141,56542,443,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,4043,3c:18:a0:41:c3:a0,Yi Indoor 2 Camera,8.8.4.4,192.168.137.249,53,40828,Yi Indoor 2 Camera,Luxshare Precision Industry Company Limited,AltoBeam (China) Inc.
Benign,3,GoSund Smart plug WP2 (1),ff:ff:ff:ff:ff:ff,192.168.137.79,255.255.255.255,49154,6667,GoSund Smart plug WP2 (1),Espressif Inc.,Broadcast
Benign,13328,ac:17:02:05:34:27,3c:18:a0:41:c3:a0,192.168.137.41,192.168.137.1,58168,53,ac:17:02:05:34:27,Fibar Group sp. z o.o.,Luxshare Precision Industry Company Limited
Benign,9,GoSund Smart plug WP2 (3),ff:ff:ff:ff:ff:ff,192.168.137.68,255.255.255.255,49154,6667,GoSund Smart plug WP2 (3),Espressif Inc.,Broadcast
Benign,34,3c:18:a0:41:c3:a0,Amazon Echo Show,34.158.253.218,192.168.137.172,4070,60080,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Amazon Technologies Inc.
Benign,27,Amazon Echo Show,Amazon Echo Dot 2,192.168.137.172,192.168.137.58,55444,55444,Amazon Echo Show,Amazon Technologies Inc.,Amazon Technologies Inc.
Benign,949,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,52.209.241.1,192.168.137.175,443,45428,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,2120,3c:18:a0:41:c3:a0,Yi Outdoor Camera,47.254.89.110,192.168.137.245,32100,21047,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Fn-Link Technology Limited
Benign,-1,GoSund Bulb,ff:ff:ff:ff:ff:ff,,,0,0,GoSund Bulb,Espressif Inc.,Broadcast
Benign,381,3c:18:a0:41:c3:a0,Arlo Q Indoor Camera,54.77.42.87,192.168.137.175,443,41523,Arlo Q Indoor Camera,Luxshare Precision Industry Company Limited,Netgear
Benign,4,Nest Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.46,35.185.101.66,41206,443,Nest Indoor Camera,"Google, Inc.",Luxshare Precision Industry Company Limited
XSS,270,3c:18:a0:41:c3:a0,SmartThings Hub,13.225.195.54,192.168.137.231,443,60872,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd."
Benign,363,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.214.197.222,45931,443,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited
